Catalogue Reference,Title,Date,,Longitude,Latitude,Place co-ordinates,Landing Page URL,External resource URL
HL/PO/JO/10/1/103/21,Protestation Return - Somerset - Carhampton Hundred - Carhampton.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/103/22,Protestation Return - Somerset - Carhampton Hundred - Culbone or Kitnor.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/103/23,Protestation Return - Somerset - Carhampton Hundred - Cutcombe.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/103/24,Protestation Return - Somerset - Carhampton Hundred - Dunster.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/103/25,Protestation Return - Somerset - Carhampton Hundred - Exford.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/103/26,Protestation Return - Somerset - Carhampton Hundred - Luckham.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/103/27,Protestation Return - Somerset - Carhampton Hundred - Luxborough.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/103/28,Protestation Return - Somerset - Carhampton Hundred - Minehead.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/103/29,Protestation Return - Somerset - Carhampton Hundred - Oare.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/103/30,Protestation Return - Somerset - Carhampton Hundred - Porlock.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/103/31,Protestation Return - Somerset - Carhampton Hundred - Selworthy.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/103/32,Protestation Return - Somerset - Carhampton Hundred - Stoke Pero.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/103/33,Protestation Return - Somerset - Carhampton Hundred - Timberscombe.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/103/34,Protestation Return - Somerset - Carhampton Hundred - Treborough.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/103/35,Protestation Return - Somerset - Carhampton Hundred - Withicombe.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/103/36,Protestation Return - Somerset - Carhampton Hundred - Wootton Courtenay.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/103/37,Protestation Return - Somerset - Crewkerne Hundred - Crewkerne.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/103/38,Protestation Return - Somerset - Crewkerne Hundred - Hinton St George.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/103/39,Protestation Return - Somerset - Crewkerne Hundred - Merriott.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/103/40,Protestation Return - Somerset - Crewkerne Hundred - Misterton.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/103/41,Protestation Return - Somerset - Crewkerne Hundred - Seaborough.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/103/42,Protestation Return - Somerset - Glaston Twelve Hides Hundred - Baltonsborough.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/103/43,"Protestation Return - Somerset - Glaston Twelve Hides Hundred - Bradley, West.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/103/44,Protestation Return - Somerset - Glaston Twelve Hides Hundred - Glastonbury (St Benedict).,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/103/45,Protestation Return - Somerset - Glaston Twelve Hides Hundred - Glastonbury (St John's).,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/103/46,Protestation Return - Somerset - Glaston Twelve Hides Hundred - Meare.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/103/47,"Protestation Return - Somerset - Glaston Twelve Hides Hundred - Pennard, West.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/103/48,Protestation Return - Somerset - Kingsbury And Crewkerne Hundred - Certificate of justices of peace.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/103/49,Protestation Return - Somerset - Kingsbury (Eastern Division) Hundred - Combe St Nicholas.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/103/50,Protestation Return - Somerset - Kingsbury (Eastern Division) Hundred - East Lambrook.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/103/51,Protestation Return - Somerset - Kingsbury (Eastern Division) Hundred - Huish.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/103/52,Protestation Return - Somerset - Kingsbury (Eastern Division) Hundred - Kingsbury.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/103/53,Protestation Return - Somerset - Kingsbury (Eastern Division) Hundred - Winsham.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/103/54,Protestation Return - Somerset - Kingsbury (Western Division) Hundred - Certificate of the justices of peace.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/103/55,Protestation Return - Somerset - Kingsbury (Western Division) Hundred - Ash Priors.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/103/56,Protestation Return - Somerset - Kingsbury (Western Division) Hundred - Fitzhead.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/103/57,Protestation Return - Somerset - Kingsbury (Western Division) Hundred - Ford.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/103/58,Protestation Return - Somerset - Kingsbury (Western Division) Hundred - Lydiard Episcopi and tithings.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/103/59,Protestation Return - Somerset - Kingsbury (Western Division) Hundred - Wellington.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/103/60,Protestation Return - Somerset - Kingsbury (Western Division) Hundred - West Buckland.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/103/61,Protestation Return - Somerset - Kingsbury (Western Division) Hundred - Wiveliscombe.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/103/62,Protestation Return - Somerset - Milverton Hundred - Certificate of the justices of peace.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/103/63,Protestation Return - Somerset - Milverton Hundred - Ashbrittle.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/103/64,Protestation Return - Somerset - Milverton Hundred - Badealton [Bathealton].,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/103/65,Protestation Return - Somerset - Milverton Hundred - Kittesford.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/103/66,Protestation Return - Somerset - Milverton Hundred - Langford Budville.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/103/67,Protestation Return - Somerset - Milverton Hundred - Milverton.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/103/68,Protestation Return - Somerset - Milverton Hundred - Rownington [Runnington].,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/103/69,Protestation Return - Somerset - Milverton Hundred - Sampford Arundel.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/103/70,Protestation Return - Somerset - Milverton Hundred - Stawley.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/103/71,Protestation Return - Somerset - Milverton Hundred - Thorn St Margaret.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/103/72,Protestation Return - Somerset - North Curry Hundred - Certificate of justices of the peace.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/103/73,Protestation Return - Somerset - North Curry Hundred - North Curry.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/103/74,"Protestation Return - Somerset - North Curry Hundred - Stoke St Gregory, and hamlets.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/103/75,Protestation Return - Somerset - North Curry Hundred - Thorn Falcon.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/103/76,Protestation Return - Somerset - North Curry Hundred - Thurlbear.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/103/77,Protestation Return - Somerset - North Curry Hundred - West Hatch.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/103/78,Protestation Return - Somerset - North Petherton Hundred - Bridgewater.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/104/1,"Protestation Return - Somerset - South Petherton, Abdick, And Bulston Hundreds - Certificate of justices of peace.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/104/2,Protestation Return - Somerset - South Petherton Hundred - Barrington.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/104/3,Protestation Return - Somerset - South Petherton Hundred - Chillington.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/104/4,Protestation Return - Somerset - South Petherton Hundred - Crickett St Thomas.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/104/5,Protestation Return - Somerset - South Petherton Hundred - Cudworth.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/104/6,Protestation Return - Somerset - South Petherton Hundred - Dowlish Wake.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/104/7,Protestation Return - Somerset - South Petherton Hundred - Knowle [St Giles].,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/104/8,Protestation Return - Somerset - South Petherton Hundred - Lopen.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/104/9,Protestation Return - Somerset - South Petherton Hundred - Seavington Dinnington.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/104/10,Protestation Return - Somerset - South Petherton Hundred - Seavington Mary.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/104/11,Protestation Return - Somerset - South Petherton Hundred - Shipton Beauchamp.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/104/12,Protestation Return - Somerset - South Petherton Hundred - South Petherton and tithings.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/104/13,Protestation Return - Somerset - South Petherton Hundred - Whit Staunton.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/104/14,Protestation Return - Somerset - Taunton Dean Hundred - Certificate of justices of the peace.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/104/15,Protestation Return - Somerset - Taunton Dean Hundred - Augersleigh.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/104/16,Protestation Return - Somerset - Taunton Dean Hundred - Bagborough.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/104/17,Protestation Return - Somerset - Taunton Dean Hundred - Bradford.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/104/18,Protestation Return - Somerset - Taunton Dean Hundred - Cheddon [Fitzpaine].,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/104/19,Protestation Return - Somerset - Taunton Dean Hundred - Combe Florey.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/104/20,Protestation Return - Somerset - Taunton Dean Hundred - Corfe.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/104/21,Protestation Return - Somerset - Taunton Dean Hundred - Cothelstone.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/104/22,Protestation Return - Somerset - Taunton Dean Hundred - Heathfield.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/104/23,Protestation Return - Somerset - Taunton Dean Hundred - Hill Bishops or Bishops Hull.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/104/24,Protestation Return - Somerset - Taunton Dean Hundred - Hillfarence.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/104/25,Protestation Return - Somerset - Taunton Dean Hundred - Kingston juxta Taunton.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/104/26,Protestation Return - Somerset - Taunton Dean Hundred - Lydiard St Lawrence.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/104/27,Protestation Return - Somerset - Taunton Dean Hundred - Ninehead.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/104/28,Protestation Return - Somerset - Taunton Dean Hundred - Norton Fitzwarren.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/104/29,Protestation Return - Somerset - Taunton Dean Hundred - Oake.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/104/30,Protestation Return - Somerset - Taunton Dean Hundred - Orchard [Portman].,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/104/31,Protestation Return - Somerset - Taunton Dean Hundred - Otterford.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/104/32,Protestation Return - Somerset - Taunton Dean Hundred - Pitmister [Pitminster].,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/104/33,Protestation Return - Somerset - Taunton Dean Hundred - Ryston [Ruishton].,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/104/34,Protestation Return - Somerset - Taunton Dean Hundred - Staplegrove.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/104/35,Protestation Return - Somerset - Taunton Dean Hundred - Stoke St. Mary.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/104/36,Protestation Return - Somerset - Taunton Dean Hundred - Taunton.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/104/37,Protestation Return - Somerset - Taunton Dean Hundred - Trull.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/104/38,Protestation Return - Somerset - Taunton Dean Hundred - Wilton.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/104/39,Protestation Return - Somerset - Taunton Dean Hundred - With[i]ell [Morey].,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/104/40,Protestation Return - Somerset - Wells Forum Hundred - Binegar.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/104/41,Protestation Return - Somerset - Wells Forum Hundred - Dinder.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/104/42,Protestation Return - Somerset - Wells Forum Hundred - Evercreech.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/104/43,Protestation Return - Somerset - Wells Forum Hundred - Litton.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/104/44,Protestation Return - Somerset - Wells Forum Hundred - Priddy.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/104/45,"Protestation Return - Somerset - Wells Forum Hundred - Wells, (St Andrew, Cathedral).",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/104/46,Protestation Return - Somerset - Wells Forum Hundred - Wells (St Cuthbert).,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/104/47,Protestation Return - Somerset - Wells Forum Hundred - Westbury.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/104/48,Protestation Return - Somerset - Wells Forum Hundred - Wookie [Wokey].,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/104/49,Protestation Return - Somerset - Wells Forum Hundred - List of names.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/104/50,Protestation Return - Somerset - Whitstone Hundred - Allhampton and Sutton.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/104/51,Protestation Return - Somerset - Whitstone Hundred - Batcombe.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/104/52,Protestation Return - Somerset - Whitstone Hundred - Crenmor [Cranmor's] West.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/104/53,Protestation Return - Somerset - Whitstone Hundred - Croscombe.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/104/54,Protestation Return - Somerset - Whitstone Hundred - Ditcheat.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/104/55,Protestation Return - Somerset - Whitstone Hundred - Hornblotton.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/104/56,Protestation Return - Somerset - Whitstone Hundred - Lamyatt.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/104/57,Protestation Return - Somerset - Whitstone Hundred - Lottisham.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/104/58,"Protestation Return - Somerset - Whitstone Hundred - Pennard, East.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/104/59,Protestation Return - Somerset - Whitstone Hundred - Pilton and tithings.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/104/60,Protestation Return - Somerset - Whitstone Hundred - Pylle alias Pull.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/104/61,Protestation Return - Somerset - Whitstone Hundred - Wootton.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/104/62,Protestation Return - Somerset - Whitstone Hundred - Wraxhall.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/104/63,Protestation Return - Somerset - Williton Fremanors Hundred - Certificate of justices of peace.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/104/64,Protestation Return - Somerset - Williton Fremanors Hundred - Bicknoller.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/104/65,Protestation Return - Somerset - Williton Fremanors Hundred - Brompton Ralph.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/104/66,Protestation Return - Somerset - Williton Fremanors Hundred - Brompton Regis.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/104/67,Protestation Return - Somerset - Williton Fremanors Hundred - Brushford.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/104/68,Protestation Return - Somerset - Williton Fremanors Hundred - Chipstable.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/104/69,Protestation Return - Somerset - Williton Fremanors Hundred - Clatworthy.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/104/70,Protestation Return - Somerset - Williton Fremanors Hundred - Cro[w]combe.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/104/71,Protestation Return - Somerset - Williton Fremanors Hundred - Dodington.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/104/72,Protestation Return - Somerset - Williton Fremanors Hundred - Dulverton.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/104/73,Protestation Return - Somerset - Williton Fremanors Hundred - Elworthy.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/104/74,Protestation Return - Somerset - Williton Fremanors Hundred - Exton.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/104/75,Protestation Return - Somerset - Williton Fremanors Hundred - Halse.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/104/76,Protestation Return - Somerset - Williton Fremanors Hundred - Hawkridge.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/104/77,Protestation Return - Somerset - Williton Fremanors Hundred - Huish Champflower.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/104/78,Protestation Return - Somerset - Williton Fremanors Hundred - Kilton.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/104/79,Protestation Return - Somerset - Williton Fremanors Hundred - Kilve.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/104/80,Protestation Return - Somerset - Williton Fremanors Hundred - Lilstock.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/104/81,Protestation Return - Somerset - Williton Fremanors Hundred - Monksilver.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/104/82,Protestation Return - Somerset - Williton Fremanors Hundred - Nettlecombe.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/104/83,Protestation Return - Somerset - Williton Fremanors Hundred - Old Cleeve.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/104/84,"Protestation Return - Somerset - Williton Fremanors Hundred - Quantoxhead, East.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/104/85,"Protestation Return - Somerset - Williton Fremanors Hundred - Quantoxhead, West.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/104/86,Protestation Return - Somerset - Williton Fremanors Hundred - Raddington.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/104/87,Protestation Return - Somerset - Williton Fremanors Hundred - Sampford Brett.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/104/88,Protestation Return - Somerset - Williton Fremanors Hundred - Skilgate.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/104/89,Protestation Return - Somerset - Williton Fremanors Hundred - Stogumber.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/104/90,Protestation Return - Somerset - Williton Fremanors Hundred - Stowey Nether.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/104/91,Protestation Return - Somerset - Williton Fremanors Hundred - Stowey Over.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/104/92,Protestation Return - Somerset - Williton Fremanors Hundred - Upton.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/104/93,Protestation Return - Somerset - Williton Fremanors Hundred - [Watchet otherwise] St. Decumans.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/104/94,Protestation Return - Somerset - Williton Fremanors Hundred - Winsford.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/104/95,Protestation Return - Somerset - Williton Fremanors Hundred - Withypoole.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/104/96,Protestation Return - Somerset - Williton Fremanors Hundred - Woodverd [Woodford].,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/105/1,Protestation Return - Stafford - Offlow (North And South Divisions) Hundred - Certificate of justices of peace.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/105/2,"Protestation Return - Stafford - Offlow (North Division) Hundred - Alrewas, Fradley, Orgreave, and Edinghall.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/105/3,Protestation Return - Stafford - Offlow (North Division) Hundred - Bart - under - Needwood.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/105/4,Protestation Return - Stafford - Offlow (North Division) Hundred - Bromley Regis.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/105/5,Protestation Return - Stafford - Offlow (North Division) Hundred - Burton - upon - Trent.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/105/6,"Protestation Return - Stafford - Offlow (North Division) Hundred - Clifton, Campville, Haunton, and Harleston.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/105/7,Protestation Return - Stafford - Offlow (North Division) Hundred - Hamstall Ridware.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/105/8,"Protestation Return - Stafford - Offlow (North Division) Hundred - Hanbury, Woodend, Draycoat, Stubby Lane, Fauld, and Coton.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/105/9,Protestation Return - Stafford - Offlow (North Division) Hundred - Lichfield (City).,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/105/10,Protestation Return - Stafford - Offlow (North Division) Hundred - Lichfield St Michael.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/105/11,Protestation Return - Stafford - Offlow (North Division) Hundred - Mavesyn Ridware.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/105/12,Protestation Return - Stafford - Offlow (North Division) Hundred - Newborough and Hoarcross.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/105/13,Protestation Return - Stafford - Offlow (North Division) Hundred - Pipe Ridware.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/105/14,Protestation Return - Stafford - Offlow (North Division) Hundred - Rolleston and Annesley.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/105/15,"Protestation Return - Stafford - Offlow (North Division) Hundred - Tatenhill, Callingwood, and Dunstall.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/105/16,Protestation Return - Stafford - Offlow (North Division) Hundred - Thorpe [Constantine].,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/105/17,Protestation Return - Stafford - Offlow (North Division) Hundred - Tutbury.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/105/18,Protestation Return - Stafford - Offlow (North Division) Hundred - Whittington.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/105/19,Protestation Return - Stafford - Offlow (North Division) Hundred - Wichnor.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/105/20,Protestation Return - Stafford - Offlow (North Division) Hundred - Yoxall.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/105/21,Protestation Return - Stafford - Offlow (South Division) Hundred - Aldridge.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/105/22,Protestation Return - Stafford - Offlow (South Division) Hundred - Armitage and Handsacre.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/105/23,"Protestation Return - Stafford - Offlow (South Division) Hundred - Barr, Great.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/105/24,"Protestation Return - Stafford - Offlow (South Division) Hundred - Bromwich, West.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/105/25,Protestation Return - Stafford - Offlow (South Division) Hundred - Darlaston.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/105/26,Protestation Return - Stafford - Offlow (South Division) Hundred - Drayton Basset.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/105/27,Protestation Return - Stafford - Offlow (South Division) Hundred - Elford.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/105/28,Protestation Return - Stafford - Offlow (South Division) Hundred - Far[e]well.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/105/29,Protestation Return - Stafford - Offlow (South Division) Hundred - Hannesworth [Handsworth].,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/105/30,Protestation Return - Stafford - Offlow (South Division) Hundred - Harborne.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/105/31,Protestation Return - Stafford - Offlow (South Division) Hundred - Hints.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/105/32,Protestation Return - Stafford - Offlow (South Division) Hundred - Longdon.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/105/33,Protestation Return - Stafford - Offlow (South Division) Hundred - Norton [under Cannock] and [Little] Wyrley.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/105/34,Protestation Return - Stafford - Offlow (South Division) Hundred - Pelsall.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/105/35,Protestation Return - Stafford - Offlow (South Division) Hundred - Rushall.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/105/36,Protestation Return - Stafford - Offlow (South Division) Hundred - Shenstone.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/105/37,Protestation Return - Stafford - Offlow (South Division) Hundred - Tipton.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/105/38,Protestation Return - Stafford - Offlow (South Division) Hundred - Wednesbury.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/105/39,Protestation Return - Stafford - Offlow (South Division) Hundred - We[e]ford.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/105/40,Protestation Return - Stafford - Offlow (South Division) Hundred - Wigginton.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/105/41,Protestation Return - Stafford - Offlow (South Division) Hundred - Willenhall and Bentley.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/105/42,"Protestation Return - Stafford - Pirehill, (North Division) Hundred - Newcastle - under - Lyne.",1642,Protestation Returns,,,,,
HL/PO/JO/10/1/105/43,Protestation Return - Stafford - Pirehill (South Division) Hundred - Stow.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/105/44,Protestation Return - Surrey - Reigate Hundred - Betchworth.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/105/45,Protestation Return - Surrey - Reigate Hundred - Buckland.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/105/46,Protestation Return - Surrey - Reigate Hundred - Burstow.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/105/47,Protestation Return - Surrey - Reigate Hundred - Charlwood.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/105/48,Protestation Return - Surrey - Reigate Hundred - Chipstead.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/105/49,Protestation Return - Surrey - Reigate Hundred - Gatton.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/105/50,Protestation Return - Surrey - Reigate Hundred - Horley.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/105/51,Protestation Return - Surrey - Reigate Hundred - Leigh.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/105/52,Protestation Return - Surrey - Reigate Hundred - Merstham.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/105/53,Protestation Return - Surrey - Reigate Hundred - Nutfield.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/105/54,Protestation Return - Surrey - Reigate Hundred - Reigate.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/105/55,Protestation Return - Surrey - Tandridge (First Division) Hundred - Certificate of justices of peace.,1642,Protestation Returns,,,,,
HL/PO/JO/10/1/105/56,Protestation Return - Surrey - Tandridge (First Division) Hundred - Bletchingley.,1642,Protestation Returns,,,,,
